해당년도,발매년도,노래제목,가수이름,가수성별,그룹-솔로,작사가,가사
1990,1994,내가 널 닮아갈 때,노이즈,m,g,천성일,"늦었지만 솔직히 말할게
처음 서로를 알게 된 그 때
이제와서 이런 말할 필욘없지만
나는 너를 별로라고 생각했어
너의 그런 촌스런 모습
너의 그런 무딘 센스
하지만 지금도
이해할 수 없던 것은
너를 멀리할 수 없었다는 걸
내가 널 닮아갈 때
으흠 니가 날 닮아갈 때
우리 서로 닮아가는
그 동안의 얘기가
너무 재밌지 않니
나의 그런 냉정한 성격
나의 그런 조급한 마음
모든 것이 널 만난 후부터
그렇게 조금씩 너처럼
무뎌지고 있었다는 걸
난 자신할 수 있었지
그렇지만 쉽지는 않았지
그런 너도 날 닮아가려고
꽤 많이 노력하는 것을 알게됐어
내가 널 닮아갈 때
으흠 니가 날 닮아갈 때
우리 서로 닮아가는
그 동안의 얘기가
너무 재밌지 않니
그렇게 다 얘기하지
내 모습이 너무나 변했다고
그래 사랑을 해봐
모든 것을 바꿔봐
그런 것들이 날 얼마나
기쁘게 하는지
생각해 봐 생각해 봐
그 모든 걸 그 모든 걸
샤바라바라바랍

시간은 그렇게 흘러갔어
나는 자꾸 널 닮아갔지
그렇게 세련된 것만
좋아하던 내가
이젠 털털한 성격의
소유자가 됐어
그러던 어느날 널 봤지
나는 미처 알아보지 못했어
그 곳엔 어느덧 매우 세련된
나의 공주님이
웃고 서있다는 걸
내가 널 닮아갈 때
으흠 니가 날 닮아갈 때
우리 서로 닮아가는
그 동안의 얘기가
너무 재밌지 않니
그렇게 다 얘기하지
내 모습이 너무나 변했다고
그래 사랑을 해봐
모든 것을 바꿔봐
그런 것들이 날 얼마나
기쁘게 하는지
생각해 봐 생각해 봐
그 모든 걸 그 모든 걸
생각해 봐 생각해 봐"
1990,1996,남겨진 독백,김종서,m,s,미상,"새벽을 지나 잿빛 거리로 차가운
바람이 불때면 그 바람에 묻은
너의 목소리 조금씩 조금씩 들려
창문 너머로 멀어진 별빛 아직 남은
어둠 사이로 언제나 그렇게 날
바라보며 말없이 웃고만 있지
눈물같은 한숨이 비가 되어 내리고
이 어둠이 다 지나가 아침이 내게로
와도 또 다른 그 어느 세상에
다시 널 보리

창문 너머로 멀어진 별빛
아직 남은 어둠 사이로 언제나 그렇게
날 바라보며 말없이 웃고만 있지
눈물같은 한숨이 비가 되어 내리고
이 어둠이 다 지나가 아침이 내게로
와도 또 다른 그 어느 세상에 다시
널 보리 이 어둠이 다 지나가
아침이 내게로 와도 또 다른
그 어느 세상에 다시 널 보리"
1990,1994,그대 사랑안에 머물러,김정민,m,s,오진우,"늘 항상 울고싶진 않지만
그대 사랑안에 그렇게
침묵으로 말하는 그대의
눈빛으로 난 울었네
내게 찾아온 사랑의 힘으로
어느덧 다가올 그날에
다시 만날것을 약속하면서
그대 사랑안에 머물러
생각해봐요 우리 사랑을
모든것이 사라진다 해도
우리가 나누었던 그날의 꿈들을
잊을순 없을거야
언제나 내 마음속 깊은곳에
또하나의 그대가 있으므로
생각해봐요우리 사랑을
다시만날 그날을 위해

내게 찾아온 사랑의 힘으로
어느덧 다가올 그날에
다시 만날것을 약속하면서
그대 사랑안에 머물러
생각해봐요 우리 사랑을
모든것이 사라진다 해도
우리가 나누었던 그날의 꿈들을
잊을순 없을거야
언제나 내 마음속 깊은곳에
또하나의 그대가 있으므로
생각해봐요 우리 사랑을
다시 만날 그날을 위해"
1990,1994,날아라 병아리,넥스트,m,g,신해철,"육교 위의 네모난
상자 속에서
처음 나와 만난
노란 병아리 얄리는
처음처럼 다시 조그만
상자 속으로 들어가
우리 집 앞뜰에 묻혔다
나는 어린 내 눈에
처음 죽음을 보았던
1974년의 봄을
아직 기억한다
내가 아주 작을 때
나보다 더 작던 내 친구
내 두손 위에서 노랠 부르며
작은 방을 가득 채웠지
품에 안으면
따뜻한 그 느낌
작은 심장이
두근두근 느껴졌었어
우리 함께 한 날은
그리 길게 가진 못했지
어느 밤 얄리는 많이 아파
힘없이 누워만 있었지
슬픈 눈으로
날개짓하더니
새벽 무렵엔
차디차게 식어 있었네
굳바이 얄리
이젠 아픔 없는 곳에서
하늘을 날고 있을까
굳바이 얄리
너의 조그만 무덤가엔
올해도 꽃은 피는지
눈물이 마를 무렵
희미하게 알 수 있었지
나 역시 세상에 머무르는것
영원할 수 없다는 것을
설명할 말을
알 순 없었지만
어린 나에게
죽음을 가르쳐 주었네
굳바이 얄리
이젠 아픔 없는 곳에서
하늘을 날고 있을까
굳바이 얄리
너의 조그만 무덤가엔
올해도 꽃은 피는지
굳바이 얄리
이젠 아픔 없는 곳에서
하늘을 날고 있을까
굳바이 얄리
언젠가 다음 세상에도
내 친구로 태어나 줘"
1990,1994,난 너에게,민들레,f,s,강영호,"나 너에게 할말이 있어
그대에겐 아직 표현 못했지만
나 그대만을 사랑하고 있어
얘기할 기회 내게 줘
그대 내게 단 한번이라도
사랑으로 대한 적 있었나요
그대도 나를 사랑하고 있다면
얘기할 기횔 내게 줘
하지만 그대 나를 보려
하지 않아
항상 내 주위를 돌며
나를 어렵게만 해
가끔은 나에게 흘린
미소라도 좋아
널 지킬수 있게 내게 용기를 줘
나 너에게 사랑한다 말을
하고 싶어
날 믿어줘 아직 너를
포기할 수 없어
날 돌아봐줘 슬픈
눈물 흘리기엔
난 아직 그댈 너무 사랑하니까
하지만 그대 나를 보려
하지 않아
항상 내 주위를 돌며 나를
어렵게만 해
가끔은 나에게 흘린
미소라도 좋아
널 지킬수 있게 내게 용기를 줘
나 너에게 사랑한다 말을
하고 싶어
날 믿어줘 아직 너를
포기할 수 없어
날 돌아봐줘 슬픈 눈물 흘리기엔
난 아직 그댈 너무 사랑하니까"
1990,1993,하얀 겨울,Mr2,m,g,오동석,"언제부터인지 그댈
멀게 느낀건
다른 누군가와 함께
있는 걸 본 후
하얀 눈이 내린 겨울밤에
그의 품에 안긴 모습이
나의 가슴속엔 너무 깊이
남아있기 때문에
힘든 이별이란 말을 전할수 밖에
아무생각할수 없어
그저 돌아설 뿐
조금 기다려줘 나를
아직 내겐 너무나
가슴 벅찬 일인걸
다시 사랑할 수있을때까지
그대 생각해줘 나를
지난 겨울 어느날
함께 지내왔던 날들을
그리움의 눈물 흘러내릴때까지
언제까지일까 그댈 잊고 사는 건
이미 나를 잊은채로 살고 있을까
지금 다시 눈이 내리지만
아무말도 없는 걸
그댈 보고 싶은 마음에
난 다시 생각하지만
그날 그 모습을 잊을수가 없기에
아무 생각할수 없어
그저 기다릴뿐
조금 기다려줘 나를
이해할수 있을 때까지
그대 기다릴수 있다면
그리 오랜 시간만은 아닌걸
그대 생각해줘 나를 하얀
눈을 맞으며
홀로 서있는 모습을
그리움의 눈물 흘러내릴때까지
조금 기다려줘 나를
아직 내겐 너무나
가슴 벅찬 일인걸
다시 사랑할수 있을 때까지
그대 생각해줘 나를
지난 겨울 어느날
함께 지내왔던 날들을
그리움의 눈물 흘러 내릴때까지"
1990,1994,늪,조관우,m,s,하광훈,"내가 그녀를
처음 본 순간에도
이미 그녀는
다른 남자의 아내였었지
하지만 그건
내게 별로 중요하지 않았어
왜냐하면 진정한 사랑은 언제나
상상속에서만 가능한 법이니까
난 멈출수가 없었어
이미 내 영혼은 그녀의 곁을
맴돌고 있었기 때문에
가려진 커텐 틈 사이로
처음 그댈 보았지
순간 모든 것이 멈춘 듯했고
가슴엔 사랑이
꿈이라도 좋겠어
느낄수만 있다면
우연처럼 그댈 마주치는 순간이
내겐 전부였지만
멈출수가 없었어 그땐
돌아서야 하는 것도 알아
기다림에 익숙해진
내 모습뒤엔 언제나 눈물이
까맣게 타버린 가슴엔
꽃이 피질 않겠지
굳게 닫혀버린
내 가슴속엔 차가운 바람이
꿈이라도 좋겠어 그댈
느낄수만 있다면
우연처럼 그댈 마주치는 순간이
내겐 전부였지만
멈출수가 없었어 그땐
돌아서야 하는 것도 알아
기다림에 익숙해진 내 모습뒤엔
언제나 눈물이 흐르고 있어
오늘 밤 내 방엔 이미 나는
파티가 열렸지 늪에 빠진 거야
그대를 위해 준비한
추억조차 내겐 없었지
꽃은 어느새 시들고
이별까지도
술잔을 비우며 힘 없이 웃었지
아무도 모른채
또 다시 상상속으로
그댈 초대하는 거야"
1990,1993,기억 속의 멜로디,오태호,m,s,오태호,"기억속의 멜로디 나를 깨우고가
너의 미소도 못잊을 이름도
너의 그늘을 떠난 후에 너의 의미를 알았지
눈이 슬픈 너를 울리고 이젠 나도 울고
내게 많은 시간이 흘러 널 잊은 듯 했는데
너와 자주 들었던 노래가 그 때 추억을 깨우네
세상 모든 사람이 나를 떠나버려도
너만은 나를 찾아 돌아올 고마웠던 사람
그런 착한 너에게 시린 상처만 주고
이제와 뒤늦게 후회하는 나를 용서해
어디에 있든지 누구와 있든지
내가 그립지 않을 수 있도록
행복하길 행복하길 어느 누구보다
내 슬픈 바램을 들어줘

세상 모든 사람이 나를 떠나버려도
너만은 나를 찾아 돌아올 고마웠던 사람
그런 착한 너에게 시린 상처만 주고
이제와 뒤늦게 후회하는 나를 용서해
어디에 있든지 누구와 있든지
아픈 추억에 마음이 메이지 않도록
행복하길 행복하길 어느 누구보다
내 슬픈 바램을 들어줘"
1990,1994,100일째 만남,룰라,f/m,g,강은경,"모처럼 큰맘 먹고 너를 위해서
가진 돈 모두 털어 선물을 샀어
디기디
어떤걸 좋아할지 모르겠지만
디기디
그래도 네 마음엔 들었으면 좋겠어
난 처음으로 여자에게
선물하는 내 맘이
왜 이렇게 어색하고
쑥스러운지 몰라
오 디기디 디기디 디기디 디기디
간직하고 있어줘
오 디기디 디기디 디기디 디기디
그게 나인것처럼
오 디기디 디기디 디기디 디기디
너를 지켜줄꺼야
오 디기디 디기디 디기디 디기디
항상 너의 곁에 있을꺼야
오늘을 기념하려 자릴 마련했어
우리 만난지 백일째날
내 맘을 보일때도 이제 된것같아
그래 이만큼 널 사랑해
어설픈 고백 대신 내게 끼워줬던
작은 반지 하나
비싼건 아니지만
나의 성의라고 생각해주겠니
이렇게 사소한데
눈물 흘려 기뻐하는
너를 안아주고파 혼이 났어
하지만 아직 일러 서두르면
내 곁에서 달아날지도 몰라
오늘을 기념하려 자릴 마련했어
우리 만난지 백일째날
내 맘을 보일때도 이제 된것같아
그래 이만큼 널 사랑해
생각도 못했는지
놀란 네 눈빛이 웬지 기쁘게 해
나 지금 망설이면
너를 놓칠까봐 사실 초조했어
걱정도 때론 했어 니가 만일
거절하면 어떡하나
고민도 했었지만
하지만 이젠 알아 너의 맘도
나에게로 이미 향해 있는 걸
오늘을 기념하려 자릴 마련했어
우리 만난지 백일째날
내 맘을 보일때도 이제 된것같아
그래 이만큼 널 사랑해
모처럼 큰맘 먹고 너를 위해서
가진 돈 모두 털어 선물을 샀어
디기디
어떤걸 좋아할지 모르겠지만
디기디
그래도 네 마음엔 들었으면 좋겠어
난 처음으로 여자에게
선물하는 내 맘이
왜 이렇게 어색하고
쑥스러운지 몰라
오 디기디 디기디 디기디 디기디
간직하고 있어줘
디기디 디기디 디기디 디기디
그게 나인것처럼
오 디기디 디기디 디기디 디기디
너를 지켜줄테야
디기디 디기디 디기디 디기디
항상 너의 곁에서"
1990,1994,너 하나만을 위해,구본승,m,s,이현도,"금까지 나 살아온 동안에
내가 나의 전부였어
세상 가운데 내가 서 있다고
느끼며 살아왔었던 거야
지금 나의 모습은 너 하나를 위해
예전의 내 모습은 부서져 버렸어
들어갈 준비가 된거야
지금 나는 너의 맘 속으로
어디에서 내가 있어도
어디에서 무엇을 해도
나는 너를 위해서 사는거야
너의 마음 안에서
나에게 넌 단 하나 뿐인 이유
내가 이 세상을 사는
내가 눈감는 날이 올 때까지
너의 사랑을 지키고 싶어
지금 나의 모습은 너 하나를 위해
예전의 내 모습은 부서져 버렸어
들어갈 준비가 된거야
지금 나는 너의 맘 속으로
어디에서 내가 있어도
어디에서 무엇을 해도
나는 너를 위해서 사는거야
너의 마음 안에서
어디에서 내가 있어도
어디에서 무엇을 해도
나는 너를 위해서 사는거야
너의 마음 안에서
어디에서 무엇을 해도
나는 너를 위해서 사는거야
너의 마음 안에서"
1990,1994,발해를 꿈꾸며,서태지와 아이들,m,g,서태지,"진정 나에겐 단 한가지
내가 소망하는 게 있어
갈려진 땅의 친구들을
언제쯤 볼 수가 있을까
망설일 시간에 우리를 잃어요
한 민족인 형제인 우리가
서로를 겨누고 있고
우리가 만든 큰 욕심에
내가 먼저 죽는걸
진정 너는 알고는 있나
전 인류가 살고 죽고
처절한 그날을 잊었던 건
아니었겠지
우리 몸을 반을 가른 채
현실 없이 살아갈건가
치유할 수 없는 아픔에
절규하는 우릴 지켜줘
시원스레 맘의 문을 열고
우리와 나갈 길을 찾아요
더 행복할 미래가 있어
우리에겐
언젠가 나의 작은 땅에
경계선이 사라지는 날
많은 사람이 마음속에
희망들을 가득 담겠지
난 지금 평화와 사랑을 바래요
젊은 우리 힘들이 모이면
세상을 흔들수 있고
우리가 서로 손을 잡은
것으로 큰 힘인데
우리 몸을 반을 가른채
현실없이 살아갈건가
치유할수 없는 아픔에
절규하는 우릴 지켜줘
갈수 없는 길에 뿌려진
천만인의 눈물이 있어
워 나에겐 갈수도 볼 수도 없는가
저 하늘로 자유롭게
저 새들과 함께 날고 싶어
우리들이 항상 바라는것
서로가 웃고 돕고 사는것
이젠 함께 하나를 보며 나가요"
1990,1994,나의 작은새,데이지,m,g,미상,x
1990,1994,오래된 친구,빛과 소금,m,g,장기호,"Mr박 Mr장
우리는 오래된 친구
성격은 달라도
마음은 아주 잘 통해
우 국민학교 어린 시절
함께 뛰놀던 장난꾸러기야
우리는 오래된 친구
하나밖에 없는 친구
진실한 마음 하나로
서로를 이해하네
Mr박 Mr장
우리는 진실한 친구
목소린 달라도
대화는 아주 잘 통해
우 다툰 적도 있었지만
그럴때마다 우정은 깊어지네
우리는 오래된 친구
하나밖에 없는 친구
진실한 마음 하나로
서로를 이해하네
우리는 오래된 친구
하나밖에 없는 친구
진실한 마음 하나로
서로를 이해하네
Mr박 Mr장
Mr박 Mr장

우리는 오래된 친구
하나밖에 없는 친구
진실한 마음 하나로
서로를 이해하네
우리는 오래된 친구
하나밖에 없는 친구
진실한 마음 하나로
서로를 이해하네
예예예예 예예 예예
예예예예 예예 예예
예예예예 예예 예예
서로를 이해하네
예예예예 예예 예예
예예예예 예예 예예
예예예예 예예 예예
서로를 이해하네"
1990,1993,어려워 정말,닥터 레게,m,g,김장윤,"어려워 정말

어려워 정말
나 이렇게
널 바라보는데
넌 날보며 웃지도
않아 않아
알 수 없는
널 사랑하기는
어려 어려워 정말
어려 어려워

나 혼자서
서 있을 수도 있지만
네가 필요해 오늘도 난
종이 비행기만
접어 날리고
답답한 마음에
전화를 다시 들지만
신호 소리에
놀라 끊어 버렸지
용기 없는 나를
바보라면서
나 이렇게
널 바라보는데
넌 날보며 웃지도
않아 않아
알 수 없는
널 사랑하기는
어려 어려워 정말
어려 어려워

어떤날에는 혼자가
싫다고 투정하지
심할 정도로
또 어떤날에는
머리 모양도 싫다
등 돌리고
나의 자존심 아는지
무시하고 그러는지
알 수 없는
너의 마음 난 몰라
갈수록 태산인
우리 사이
나 이렇게
널 바라보는데
넌 날 보며 웃지도
않아 않아
알 수 없는
널 사랑한
그 눈빛이
어려 어려워 정말
어려 어려워 예

난 이렇게 널
바라보는데
넌 날 보며 웃지도
않아 않아
알수 없는 널 사랑하기는
어려 어려워
어려 어려

나 이렇게
널 바라보는데
넌 날 보며 웃지도
않아 않아
알 수 없는
널 사랑한
그 눈빛이
어려 어려워 정말
어려 어려워 예"
1990,1994,일어나,김광석,m,s,김광석,"검은 밤의 가운데 서 있어
한치 앞도 보이질 않아
어디로 가야 하나
어디에 있을까
둘러 봐도 소용없었지
인생이란 강물 위를 끝없이
부초처럼 떠다니다가
어느 고요한 호수가에 닿으면
물과 함께 썩어가겠지
일어나 일어나
다시 한 번 해보는거야
일어나 일어나
봄의 새싹들처럼
끝이 없는 말들 속에
나와 너는 지쳐가고
또 다른 행동으로
또 다른 말들로
스스로를 안심시키지
인정함이 많을수록 새로움은
점점 더 멀어지고
그저 왔다갔다 시계추와 같이
매일 매일 흔들리겠지
일어나 일어나
다시 한번 해보는거야
일어나 일어나
봄의 새싹들처럼
가볍게 산다는 건 결국은
스스로를 얽어매고
세상이 외면해도 나는 어차피
살아 살아 있는 걸
아름다운 꽃일수록
빨리 시들어 가고
햇살이 비치면
투명하던 이슬도
한 순간에 말라 버리지
일어나 일어나
다시 한번 해보는 거야
일어나 일어나
봄의 새싹들처럼
일어나 일어나
다시 한번 해보는 거야
일어나 일어나
봄의 새싹들처럼"
1990,2001,너의 마음을 내게 준다면,최연제,f,s,미상,"홀로이 서있는 그대는 그저 눈물만 보이고 있네요
이제난 견딜수 없어요 그대도 누군가 원하잖아요
이 마음 느끼나요 내게 전해줘 그대의 사랑을
마음속 깊이 느낄 수 있도록 홀로 견딜 수만 없는
그대 마음을 난 알고 있어요 내게 말해줘
날 사랑한다고 돌아서면 난 없을지도 몰라
이젠 더이상 난 기다릴 순 없어요
반복
이세상 끝까지라도 가리 그대가 있다면
아직은 힘겹지만 이 마음만은 변함없으리
내게 말해줘 날 사랑한다고
돌아서면 난 없을지도 몰라
이젠 더이상 난 기다릴 수 없어요"
1990,1994,너 없는 동안,김원준,m,s,김원준,"아무런 기대없이 나간
우리 첫 만남은
너무 쉽게 운명처럼
빨리 이뤄졌지
언제부턴가 가끔 네가
싫증나서
나도 모르게 한 눈을 팔고
싶을 때도 있었지
잘 빠진 몸매와 외모
너보다 더 잘난여자
찾길 원한건 사실이야
난 하지만 욕심일뿐 내
주제를 몰랐던건
단지 나의 착각이었어
야이야히야이야
너의 갖춰진 조건 누군가에게
뺏기긴 싫어
마지막 남은 내자존심을
세워줘 야이야히야이야
남들이 얘기하는 그런 흔한
연인은 안될께
너 없는 동안 아무것도
할수 없어
잘 빠진 몸매와 외모 너보다
더 잘난여자
찾길 원한건 사실이야
난 하지만 욕심일뿐 내
주제를 몰랐던건
단지 나의 착각이었어
야이야히야이야
너의 갖춰진 조건 누군가에게
뺏기긴 싫어
마지막 남은 내자존심을
세워줘 야이야히야이야
남들이 얘기하는 그런 흔한
연인은 안될께
너 없는 동안 아무것도 할수 없어"
1990,1993,낯선 사람들,낯선 사람들,m,g,이소라,"누가 알았어 뭐 우린 어차피
선물로 생각하지
유월의 장미축제 같은 재미
여기 있었어
날 아끼는 세상 있었어
아 이건 TV용으로 긴 Show
낯선 그 말이
낯설어지기도 하지
또 낯선 그 말이

낯설은 우리
낯설어 보여도 우리
애써 만나게 됐어
장식용 체리 Pizza 위 Topping
우린 늘 달리 변해
내일은 더 많이 노래하기 위해
눈떠도 할 일 찾기
흐릿흐릿 했던 날
이젠 멀리 호 헤이
높이 있던 세상이 곁에 있네
낯선 그 말이
낯설어 지기도 하지
또 낯선 그 말이

낯설은 우리
낯설어 보여도 우리
애써 만나게 됐어

낯선 그 말이
낯설어 지기도 하지
또 낯선 그 말이

낯설은 우리
낯설어 보여도 우리
애써 만나게 됐어
낯설은 우리
낯설어 보여도 우리
애써 만나게 됐어
낯설은 우리
낯설어 보여도 우리
애써 만나게 됐어"
1990,1994,아름다운 너에게,강수지,f,s,강수지,"지난 눈물 모두 묻어버리고
아무 일도 없는 듯
떠나가라 했지
너의 아름다운 기억만으로
살아가기엔 너무 힘들어

추억은 잊으라는데 나는

무얼 잊어야 하는건지
내게는 아직 어려운 얘기인걸
다시 예전처럼 우리가
만날 수 있다 해도
그 무엇도 달라질 수는 없어

많은 것을 원하는 약속은 싫어
외로움만 더한걸

너의 아름다운 기억만으로
살아가기엔 너무 힘들어

추억은 잊으라는데 나는

무얼 잊어야 하는건지
내게는 아직 어려운 얘기인걸
다시 예전처럼 우리가
만날 수 있다 해도
그 무엇도 달라질 수는 없어

많은 것을 원하는 약속은 싫어
외로움만 더한걸

다시 예전처럼 우리가
만날 수 있다 해도
그 무엇도 달라질 수는 없어

많은 것을 원하는 약속은 싫어
외로움만 더한걸"
1990,1996,세상밖으로,김종서,m,s,미상,"내게로 열려진
또 다른 세상 속

내가 손짓한 세상 모든 것
이미 내 편이 아니었지
멀어져 버린 이 세상에서
난 꿈같은 것 믿지 않아
언제나 버림받은 어두운 기억들이
날 둘러싼 벽을 깨고
이제 난 떠나가네
저 길의 끝에선
무엇이 날 기다릴까
내게로 열려진
또 다른 세상의 문을 찾아

멀어져버린 이 세상에서
난 꿈같은 것 믿지 않아
언제나 내 뜻과는 아무런 상관없어
날 가두는 이 길에서
이제 난 떠나가네
저 길의 끝에선
무엇이 날 기다릴까
내게로 열려진
또 다른 세상속으로
저 길의 끝에선
무엇이 날 기다릴까
내게로 열려진
또 다른 세상의 문을 찾아"
1990,1993,난 단지 나일뿐,Mr2,m,g,강은경,"세상에서 내가 제일 듣기 싫은
그런 말이 하나 있지
예전에 어디선가 많이
본 듯한 얼굴이야 baby
그러고 보니 날 닮은 사람
왜 그리 많은지
세상에서 내가 제일 듣고 싶은
그런 말이 하나 있지
그다지 핸섬하진 않지만
왠지 끌려요 baby
누구도 흉내낼 수 없는 매력
내게 있다네 워
멋진 영화배우도
화려한 뮤지션도
음 독특한 개성이 없다면
어느새 잊혀져 버리잖아
난 잘 몰라 실은 나도
내 매력이 뭔지
oh baby
처음부터 난 나였을 뿐이니까
누구도 날 대신 할 수는 없듯이
나 또한 단지 나일 뿐

멋진 영화배우도
화려한 뮤지션도
음 독특한 개성이 없다면
어느새 잊혀져 버리잖아
난 잘 몰라 실은 나도
내 매력이 뭔지
oh baby
처음부터 난 나였을 뿐이니까
누구도 날 대신 할 수는 없듯이
나 또한 단지 나일 뿐"
1990,1997,그대만을 위한 사랑,박정운,m,s,박정운,"나 알고 있어 나의 사랑은
그대 위한 사랑이였음을
이제 다시 그대를 볼 수 없어도
소중한 사람 내 마음속에
나를 울렸었던 그대의 슬픈
그 미소까지도

나 알고 있어 나의 사랑은
그대만의 사랑이였음을
단 한 번만 단 한 번만이라도
그대 곁에 머물 수 있다면
나는 얼마나 좋을까
그대를 보며 참 행복하겠지

그 어느 날 어느 순간
그대 나를 기억한다면
나의 사랑 그대 곁에
언제까지나

가끔은 그대 미워했었고
그 만남을 후회도 했었지
너는 모를거야 내게 남겨진 아픔
얼마나 울어야 했었는지
지금 생각하면 그 모든 것은
사랑이었을 뿐

그 어느 날 어느 순간
그대 나를 기억한다면
나의 사랑 그대 곁에
언제까지나

그 어느 날 어느 순간
나를 기억해 준다면
그대 사랑 나의 곁에
언제까지나
그대 나를 사랑하고 후회없이
날 떠나가도
그대 사랑 나의 곁에
언제까지나
기억해줘 나의 사랑
오 그대만을 위한 사랑
나의 생이 끝나는 날까지
그 날에도 그대 기억할거야
나 또 다른 삶에 태어나도
나는 너의 이름 부르겠어

나 또 다른 삶에 태어나도
나는 너의 이름 부르겠어"
1990,1994,시작되는 연인들을 위해,이원진,m,s,채정은,"네가 아침에 눈을 떠 처음 생각나는 사람이
언제나 나였으면 내가 늘 그렇듯이
좋은것을 대할때면 함께 나누고픈 사람도
그역시 나였으면 너도 떠날테지만
그래 알고있어 지금 너에게
사랑은 피해야 할 두려움이란 걸
불안한듯 넌 물었지 사랑이 짙어지면
슬픔이 되는걸 아느냐고
하지만 넌 모른거야 뜻모를 그 슬픔이
때론 살아가는 힘이 되어주는 걸

네가 힘들어 지칠때 위로받고 싶은 사람이
바로 내가 됐으면 내가 늘그렇듯이
너의 실수도 따뜻이 안아줄거라 믿는 사람
바로 내가 됐으면 너도 떠날테지만
그래 알고있어 지금 너에게
사랑은 피해야할 두려움이란걸
불안한듯 넌 물었지 사랑이 짙어지면
슬픔이 되는걸 아는냐고
하지만 넌 모른거야 뜻모를 그 슬픔이
때론 살아가는 힘이 되어주는 걸
이제는 걱정하지마 한땐 나도 너만큼
두려워 한적도 많았으니
조금씩 너를 보여줘 숨기려하지 말고
내가 가까이 설수 있도록"
1990,1993,그리움으로 지는 너,코코,f,g,이혜영,"거친 숨소리 속에 흐느낌은
이젠 제발 그만 좀 해
이별의 아픈 푸념들
더 이상 듣기 싫어
정말 이해 못 해 난 널
계속된 눈물
아무런 이유 없이
날 떠나갔잖니
자 뒤를 돌아서봐
사랑 때문에 버렸던
많은 것을 시작해봐
거짓된 사랑은
이젠 모두 잊어버려

모든 것을 포기한 듯한
너의 지친 한숨 소리들
가슴을 답답하게 해
이제는 그만해 둬
아픈 추억 속에 빠진
너의 모습이
언제까지 널 위해
위로할 순 없어
자 눈물을 닦아봐
잃어버렸던 새로운 사랑 위해
눈을 뜨자
거짓된 사랑은
이젠 모두 잊어버려

정말 이해 못 해 난 널
계속된 눈물
아무런 이유 없이
널 떠나갔잖니
자 뒤를 돌아서봐
사랑 때문에 버렸던
많은 것을 시작해봐
거짓된 사랑은
이젠 모두 잊어버려"
1990,1994,다른 모습,kiky,m,g,미상,"굳이 말을 하지않아도
우린 너무 잘알고있지
이 시간은 지루하기만 할뿐
단둘만의 이런 공간도
이젠 쓰라린 환상일뿐
결국 우린
마지막을 위해 만났어
어차피 너와 나는 다른모습
서로 비슷하다고 착각했지만
이제는 진실을 깨달았으니
후회없이 헤어져야만 하겠지
우리가 처음으로 만난뒤에
언제나 함께라고 생각했는데
기억속에 있는 서로의 모습
이젠 지워버려야해

우린 서로에게 아픔과
즐거움을 같이 주었지
서로 위해
그만 만나는게 좋겠어
소중했던 우리들의 의미도
아무가치도 없는 환상이 되고
특별한 느낌을 잃어버린채
우리가 아닌 너와 내가 되겠지
우리가 처음으로 만난뒤에
언제나 함께라고 생각했는데
기억속에 있는 서로의 모습
이젠 지워버려야해
어차피 너와 나는 다른모습
서로 비슷 하다고 착각했지만
이제는 진실을 깨달았으니
후회없이 헤어져야만 하겠지
우리가 처음으로 만난뒤에
언제나 함께라고 생각했는데
기억속에 있는 서로의 모습
이젠 지워버려야해"
1990,1994,짧은 다짐,김원준,m,s,김원준,"이제는 너를 잊겠다는 다짐 속에 묻혀진 내 모습
얼마나 초라한지 나도 이제 알아
다시금 어둠이 내곁에 다가올 때쯤
내 자신에게서 멀어질 거야 짧은 다짐과 함께
가끔씩 싫증내는 표정 내겐 부담스러웠어
그리고 형식적인 대답 또한 싫었어
또 한번 다가선 이별은 항상 내 몫이야
어쨌든 다른 사람을 선택했으니까
단지 너를 내게 보여줘 더 이상도 바라지 않아
그 무엇도 내겐 필요 없어
이제는 너를 잊겠다는 다짐 속에 묻혀진 내 모습
얼마나 초라한지 나도 이제 알아
다시금 어둠이 내곁에 다가올 때쯤
내 자신에게서 멀어질 거야 짧은 다짐과 함께

단지 너를 내게 보여줘 더 이상도 바라지 않아
그 무엇도 내겐 필요 없어
이제는 너를 잊겠다는 다짐 속에 묻혀진 내 모습
얼마나 초라한지 나도 이제 알아
다시금 어둠이 내곁에 다가올 때쯤
내 자신에게서 멀어질 거야 짧은 다짐과 함께

이제는 너를 잊겠다는 다짐 속에 묻혀진 내 모습
얼마나 초라한지 나도 이제 알아
다시금 어둠이 내곁에 다가올 때쯤
내 자신에게서 멀어질 거야 짧은 다짐과 함께"
